season,holiday,workingday,weather,temp,atemp,humidity,windspeed,year,month,day,hour,dayofweek,is_weekend,temp_bin,humidity_bin,count
2,0,0,2,27.06,31.06,47,7.0015,2011,6,4,21,5,1,2,1,185
1,0,1,1,8.2,12.88,64,0.0,2011,1,5,0,2,0,0,1,6
3,0,0,1,24.6,27.275,88,0.0,2011,9,11,7,6,1,2,2,37
4,0,1,2,18.04,21.97,94,7.0015,2011,10,18,4,1,0,1,2,4
3,0,1,2,25.42,30.305,65,12.998,2012,9,17,10,0,0,2,1,202
1,0,1,1,14.76,16.665,57,22.0028,2011,1,19,17,2,0,1,1,197
4,0,1,1,26.24,31.06,47,16.9979,2011,10,5,17,2,0,2,1,591
3,0,1,1,25.42,31.06,50,8.9981,2011,8,12,6,4,0,2,1,76
3,0,1,2,21.32,25.0,68,23.9994,2012,9,19,4,2,0,2,1,10
3,0,1,2,22.14,25.76,88,27.9993,2011,9,6,19,1,0,2,2,281
2,0,1,1,18.04,21.97,38,12.998,2012,4,13,10,4,0,1,0,192
2,0,1,3,26.24,28.79,89,16.9979,2012,6,12,14,1,0,2,2,60
2,0,1,1,24.6,29.545,73,16.9979,2012,5,17,3,3,0,2,2,3
1,0,0,1,24.6,30.305,60,7.0015,2012,3,17,13,5,1,2,1,686
2,0,0,1,27.06,30.305,83,7.0015,2011,6,12,21,6,1,2,2,140
1,0,0,1,9.02,10.605,44,19.9995,2012,3,10,8,5,1,0,1,111
2,0,1,1,29.52,31.82,23,19.9995,2011,6,2,19,3,0,2,0,379
1,0,1,2,9.84,12.12,87,8.9981,2011,3,9,8,2,0,0,2,249
4,0,1,1,10.66,12.88,60,12.998,2012,12,6,19,3,0,1,1,373
2,0,1,2,17.22,21.21,67,7.0015,2011,4,7,10,3,0,1,1,95
2,0,0,1,26.24,28.79,83,7.0015,2011,6,12,1,6,1,2,2,93
3,0,1,1,28.7,33.335,74,7.0015,2012,7,16,2,0,0,2,2,15
1,0,1,1,11.48,12.88,65,19.0012,2012,3,7,0,2,0,1,1,15
4,0,1,1,14.76,18.18,81,6.0032,2012,10,17,4,2,0,1,2,4
2,0,1,2,10.66,12.12,87,16.9979,2011,4,1,8,4,0,1,2,206
2,0,1,1,18.86,22.725,28,8.9981,2012,4,2,21,0,0,1,0,238
1,0,0,1,18.86,22.725,55,27.9993,2012,1,1,22,6,1,1,1,66
3,0,1,1,31.16,36.365,70,19.0012,2011,7,6,15,2,0,3,1,185
1,0,1,1,9.84,9.85,38,32.9975,2012,1,13,12,4,0,0,0,154
2,0,1,1,20.5,24.24,77,7.0015,2012,6,7,3,3,0,2,2,5
2,0,1,2,25.42,29.545,73,6.0032,2012,6,1,3,4,0,2,2,4
2,0,1,1,18.86,22.725,88,16.9979,2011,5,11,23,2,0,1,2,81
1,0,1,3,14.76,17.425,0,15.0013,2011,3,10,21,3,0,1,0,28
2,0,1,1,22.96,26.515,43,6.0032,2011,4,7,14,3,0,2,1,157
4,0,1,2,13.12,17.425,57,0.0,2011,12,14,10,2,0,1,1,142
3,0,0,1,31.16,36.365,66,0.0,2012,7,1,0,6,1,3,1,149
4,0,1,2,13.12,15.15,45,19.9995,2011,12,16,15,4,0,1,1,153
2,0,0,1,18.04,21.97,88,12.998,2011,4,10,21,6,1,1,2,95
4,0,0,2,15.58,19.695,94,0.0,2012,12,8,9,5,1,1,2,170
3,0,1,1,27.06,31.06,29,6.0032,2012,9,11,13,1,0,2,0,328
3,0,1,2,25.42,25.76,100,16.9979,2011,9,8,9,3,0,2,2,69
4,0,1,3,20.5,24.24,94,12.998,2011,10,19,4,2,0,2,2,3
3,0,1,1,22.96,26.515,64,7.0015,2012,9,12,8,2,0,2,1,770
3,0,1,1,22.14,25.76,52,8.9981,2012,9,10,22,0,0,2,1,159
1,0,0,1,9.84,12.88,44,6.0032,2011,2,12,22,5,1,0,1,45
2,0,1,1,25.42,28.79,83,8.9981,2011,6,17,23,4,0,2,2,178
1,0,1,2,22.14,25.76,60,31.0009,2012,3,8,11,3,0,2,1,204
3,0,1,1,31.16,34.09,45,19.9995,2011,8,1,17,0,0,3,1,514
2,0,1,2,17.22,21.21,58,0.0,2012,4,4,6,2,0,1,1,126
3,0,1,1,33.62,39.395,56,0.0,2012,7,18,9,2,0,3,1,297
3,0,1,1,19.68,23.485,67,8.9981,2012,9,11,3,1,0,1,1,8
4,0,1,1,22.14,25.76,49,6.0032,2011,11,7,13,0,0,2,1,189
1,0,1,1,12.3,15.91,28,6.0032,2011,1,5,16,2,0,1,0,89
1,0,0,2,17.22,21.21,88,23.9994,2011,3,6,4,6,1,1,2,3
4,0,1,1,9.02,13.635,80,0.0,2011,12,9,3,4,0,0,2,6
1,0,1,3,13.12,15.15,66,22.0028,2012,1,17,4,1,0,1,1,2
1,0,1,1,28.7,31.82,34,19.9995,2012,3,13,18,1,0,2,0,734
1,0,1,1,10.66,12.88,70,12.998,2011,3,11,7,4,0,1,1,114
1,0,0,1,22.14,25.76,73,6.0032,2012,3,18,16,6,1,2,2,541
3,0,0,1,34.44,40.15,53,19.9995,2011,7,3,15,6,1,3,1,376
2,0,1,1,18.86,22.725,72,19.9995,2012,5,10,5,3,0,1,2,24
2,0,1,1,23.78,27.275,28,36.9974,2012,4,9,15,0,0,2,0,255
3,0,0,2,25.42,30.305,69,7.0015,2012,8,19,6,6,1,2,1,20
3,0,0,3,27.06,30.305,83,19.9995,2011,8,14,0,6,1,2,2,90
2,0,1,2,18.04,21.97,62,0.0,2012,4,4,7,2,0,1,1,366
2,0,1,1,24.6,30.305,26,16.9979,2012,4,17,19,1,0,2,0,537
3,0,1,2,32.8,38.635,59,15.0013,2011,8,9,10,1,0,3,1,144
3,0,1,1,28.7,32.575,54,19.0012,2012,8,9,20,3,0,2,1,478
1,0,1,3,9.84,11.365,87,12.998,2012,2,8,21,2,0,0,2,129
1,0,1,2,6.56,11.365,93,0.0,2011,2,1,9,1,0,0,2,116
1,0,1,1,18.04,21.97,77,16.9979,2012,3,16,0,4,0,1,2,57
4,0,1,1,16.4,20.455,47,19.9995,2012,10,12,22,4,0,1,1,160
2,0,1,1,13.94,15.15,53,22.0028,2012,4,6,3,4,0,1,1,8
2,0,1,1,27.06,31.06,31,7.0015,2011,5,10,16,1,0,2,0,327
2,0,1,1,24.6,29.545,73,6.0032,2011,6,7,3,1,0,2,2,2
2,0,1,1,25.42,29.545,78,7.0015,2012,5,16,23,2,0,2,2,133
2,0,1,1,26.24,30.305,73,6.0032,2011,6,6,8,0,0,2,2,438
3,0,1,1,37.72,41.665,33,15.0013,2012,7,5,13,3,0,3,0,310
1,0,0,3,10.66,13.635,87,8.9981,2012,2,4,19,5,1,1,2,80
4,0,1,2,18.04,21.97,100,12.998,2011,12,6,21,1,0,1,2,114
1,0,1,2,8.2,9.09,40,19.0012,2011,1,10,13,0,0,0,0,54
3,0,1,2,26.24,30.305,65,19.0012,2011,9,15,13,3,0,2,1,189
1,0,1,1,13.12,15.15,33,19.9995,2012,3,9,23,4,0,1,0,86
2,0,1,3,19.68,23.485,82,11.0014,2012,6,5,5,1,0,1,2,36
1,0,0,1,9.84,12.88,65,7.0015,2011,2,6,8,6,1,0,1,23
1,0,1,1,22.14,25.76,52,19.0012,2011,3,18,11,4,0,2,1,159
1,0,1,1,14.76,17.425,57,12.998,2011,2,17,9,3,0,1,1,179
1,0,1,1,15.58,19.695,43,32.9975,2011,2,14,19,0,0,1,1,98
3,0,1,2,27.06,30.305,83,6.0032,2011,8,19,7,4,0,2,2,263
3,0,0,1,18.04,21.97,82,16.9979,2011,9,18,2,6,1,1,2,89
1,0,0,2,18.04,21.97,54,19.9995,2012,1,1,16,6,1,1,1,215
2,0,0,1,17.22,21.21,82,7.0015,2011,5,7,1,5,1,1,2,58
3,0,1,1,28.7,33.335,79,19.0012,2012,9,5,4,2,0,2,2,5
4,0,1,2,14.76,16.665,66,16.9979,2012,11,19,10,0,0,1,1,139
3,0,0,1,26.24,30.305,65,8.9981,2012,8,12,7,6,1,2,1,39
3,0,1,1,32.8,35.605,41,19.9995,2011,8,16,15,1,0,3,1,159
2,0,1,2,25.42,31.06,57,19.9995,2011,5,12,13,3,0,2,1,218
2,0,1,1,32.8,36.365,43,16.9979,2011,6,7,17,1,0,3,1,539
3,0,1,1,32.8,37.12,52,30.0026,2012,8,10,15,4,0,3,1,324
4,0,0,2,13.12,15.15,49,16.9979,2012,11,3,7,5,1,1,1,59
1,0,1,2,9.84,12.88,60,6.0032,2012,2,14,7,1,0,0,1,280
2,0,1,1,28.7,32.575,65,8.9981,2012,6,11,9,0,0,2,1,316
3,0,0,1,36.08,40.91,42,19.9995,2012,8,4,13,5,1,3,1,527
2,0,1,1,27.06,31.06,41,19.0012,2011,6,13,12,0,0,2,1,196
1,0,0,1,4.92,5.305,42,23.9994,2012,2,12,10,6,1,0,1,91
2,0,1,3,18.86,22.725,51,7.0015,2012,4,18,12,2,0,1,1,110
4,0,1,1,9.02,10.605,69,15.0013,2011,12,19,9,0,0,0,1,183
4,0,0,2,13.94,15.15,49,22.0028,2012,11,3,1,5,1,1,1,89
2,0,1,1,13.12,15.15,61,15.0013,2011,4,6,8,2,0,1,1,325
2,0,0,2,15.58,19.695,94,6.0032,2011,4,10,8,6,1,1,2,55
1,1,0,1,9.84,10.605,32,26.0027,2012,1,2,7,0,0,0,0,16
3,0,1,1,34.44,41.665,59,22.0028,2011,7,11,19,0,0,3,1,373
4,0,0,1,18.86,22.725,88,0.0,2011,10,9,2,6,1,1,2,55
1,0,1,3,13.94,16.665,93,12.998,2011,3,9,23,2,0,1,2,18
4,0,1,1,20.5,24.24,77,7.0015,2011,10,17,21,0,0,2,2,177
1,0,1,1,9.84,9.85,65,27.9993,2011,2,8,7,1,0,0,1,100
3,0,0,1,28.7,32.575,70,7.0015,2012,9,1,3,5,1,2,1,35
1,0,1,1,7.38,7.575,47,27.9993,2011,1,12,19,2,0,0,1,83
3,0,1,1,37.72,41.665,33,22.0028,2012,7,5,14,3,0,3,0,241
3,0,1,2,32.8,35.605,42,11.0014,2012,7,11,13,2,0,3,1,273
3,0,1,1,22.96,26.515,73,0.0,2012,9,14,2,4,0,2,2,30
3,0,0,1,36.9,40.91,39,19.9995,2012,8,4,16,5,1,3,0,450
3,0,0,1,33.62,36.365,36,7.0015,2011,7,9,18,5,1,3,0,378
2,0,0,1,25.42,30.305,25,22.0028,2012,4,8,18,6,1,2,0,310
2,0,1,1,27.88,31.82,51,0.0,2011,5,16,14,0,0,2,1,193
1,0,0,1,16.4,20.455,35,23.9994,2011,2,13,23,6,1,1,0,30
4,0,0,3,15.58,19.695,82,7.0015,2012,12,16,18,6,1,1,2,107
1,0,0,3,8.2,11.365,100,6.0032,2011,2,5,5,5,1,0,2,9
3,0,1,1,26.24,30.305,69,7.0015,2012,7,12,3,3,0,2,1,10
4,0,1,1,28.7,32.575,61,16.9979,2012,10,4,14,3,0,2,1,267
2,0,1,1,15.58,19.695,71,19.9995,2011,4,4,4,0,0,1,2,2
1,0,0,1,10.66,12.88,41,12.998,2012,3,10,23,5,1,1,1,83
2,0,1,2,28.7,33.335,74,19.0012,2012,6,1,11,4,0,2,2,235
2,0,0,1,20.5,24.24,64,0.0,2011,6,4,5,5,1,2,1,8
1,0,1,3,11.48,13.635,75,16.9979,2012,1,17,2,1,0,1,2,12
3,0,0,1,29.52,34.85,74,8.9981,2012,9,1,1,5,1,2,2,79
1,1,0,3,6.56,7.575,80,12.998,2011,1,17,21,0,0,0,2,27
3,0,1,1,29.52,34.85,79,0.0,2012,9,5,22,2,0,2,2,219
1,1,0,1,11.48,12.88,45,22.0028,2012,1,2,5,0,0,1,1,4
2,0,1,2,20.5,24.24,88,8.9981,2011,5,13,3,4,0,2,2,4
1,0,0,1,11.48,15.15,81,6.0032,2012,1,1,4,6,1,1,2,8
4,0,1,1,18.86,22.725,55,11.0014,2011,11,2,12,2,0,1,1,189
4,0,1,1,13.12,17.425,93,0.0,2011,11,9,3,2,0,1,2,4
4,0,0,2,9.84,12.88,87,7.0015,2012,12,15,4,5,1,0,2,6
2,0,0,2,13.12,15.15,87,15.0013,2011,4,9,2,5,1,1,2,17
4,0,0,1,9.84,12.88,93,6.0032,2012,11,10,6,5,1,0,2,16
2,0,1,3,22.14,25.76,94,16.9979,2011,5,17,3,1,0,2,2,4
1,0,1,1,9.84,12.12,52,8.9981,2011,3,8,1,1,0,0,1,4
3,0,0,1,27.88,31.82,61,0.0,2012,8,12,23,6,1,2,1,110
4,0,1,2,12.3,15.15,56,11.0014,2012,11,5,2,0,0,1,1,6
1,0,1,2,13.12,15.91,87,11.0014,2011,3,15,23,1,0,1,2,18
4,0,1,1,10.66,12.12,48,19.0012,2012,12,6,1,3,0,1,1,16
1,0,1,2,6.56,11.365,100,0.0,2011,2,7,8,0,0,0,2,230
1,0,1,1,11.48,14.395,26,8.9981,2011,2,15,19,1,0,1,0,145
3,0,1,1,29.52,33.335,54,11.0014,2011,8,10,2,2,0,2,1,11
3,0,1,1,29.52,34.09,70,6.0032,2012,7,17,2,1,0,2,1,7
3,0,1,1,29.52,34.09,66,16.9979,2011,8,18,9,3,0,2,1,228
4,1,0,1,12.3,13.635,42,23.9994,2011,11,11,8,4,0,1,1,258
1,0,1,2,10.66,12.88,70,15.0013,2012,2,8,10,2,0,1,1,108
3,0,1,2,26.24,30.305,76,11.0014,2011,9,2,10,4,0,2,2,140
3,0,1,1,27.88,31.82,79,15.0013,2012,8,3,3,4,0,2,2,6
2,0,0,2,24.6,30.305,64,7.0015,2012,5,6,14,6,1,2,1,518
4,0,1,1,9.84,12.12,75,8.9981,2012,12,14,9,4,0,0,2,343
3,0,1,1,29.52,34.09,66,8.9981,2012,7,19,6,3,0,2,1,152
4,0,0,1,16.4,20.455,58,0.0,2012,11,10,10,5,1,1,1,350
2,0,1,2,26.24,30.305,65,19.0012,2012,5,8,21,1,0,2,1,223
3,0,1,1,25.42,29.545,73,7.0015,2011,9,15,2,3,0,2,2,5
1,0,1,2,13.12,16.665,87,8.9981,2012,2,16,20,3,0,1,2,216
4,0,1,2,12.3,14.395,56,16.9979,2012,11,6,21,1,0,1,1,151
1,0,1,2,11.48,12.88,65,23.9994,2012,1,17,1,1,0,1,1,2
3,0,0,1,33.62,38.635,52,7.0015,2012,7,8,2,6,1,3,1,70
1,0,0,2,16.4,20.455,30,27.9993,2011,2,13,14,6,1,1,0,161
2,0,1,2,22.96,26.515,73,6.0032,2011,6,16,3,3,0,2,2,4
4,0,1,1,10.66,15.15,75,0.0,2011,12,14,0,2,0,1,2,22
3,0,1,1,25.42,29.545,73,15.0013,2011,8,16,3,1,0,2,2,6
1,0,1,1,9.84,10.605,60,19.9995,2011,3,7,10,0,0,0,1,58
4,0,1,1,29.52,33.335,54,19.0012,2012,10,4,15,3,0,2,1,325
4,0,1,1,14.76,16.665,50,22.0028,2012,11,9,10,4,0,1,1,197
1,0,1,1,12.3,14.395,49,16.9979,2011,1,4,16,1,0,1,1,83
2,0,0,1,22.14,25.76,68,12.998,2012,6,16,7,5,1,2,1,78
1,0,1,1,9.02,11.365,47,11.0014,2011,1,5,5,2,0,0,1,3
2,0,1,2,25.42,29.545,73,15.0013,2012,5,14,13,0,0,2,2,176
2,0,0,2,26.24,31.06,57,0.0,2011,6,4,23,5,1,2,1,150
4,0,1,2,21.32,25.0,59,19.0012,2011,12,15,19,3,0,2,1,287
3,0,0,1,25.42,28.03,88,12.998,2012,8,18,3,5,1,2,2,30
2,0,1,1,13.12,15.15,61,16.9979,2012,4,12,3,3,0,1,1,5
1,0,1,1,5.74,5.305,59,27.9993,2011,1,12,23,2,0,0,1,20
2,0,1,3,22.96,26.515,88,8.9981,2011,5,18,19,2,0,2,2,331
3,0,1,1,32.8,34.85,29,16.9979,2011,8,11,17,3,0,3,0,582
2,0,0,2,27.06,31.06,69,23.9994,2012,5,5,18,5,1,2,1,434
2,0,0,2,26.24,31.06,61,11.0014,2011,6,5,1,6,1,2,1,96
1,0,1,1,15.58,19.695,82,26.0027,2011,2,2,14,2,0,1,2,63
1,0,1,3,14.76,17.425,93,8.9981,2012,1,12,6,3,0,1,2,89
4,0,0,1,7.38,10.605,59,7.0015,2011,12,11,5,6,1,0,1,6
2,0,0,2,23.78,27.275,78,12.998,2012,5,5,22,5,1,2,2,217
4,0,1,2,10.66,13.635,65,7.0015,2012,11,15,1,3,0,1,1,16
2,0,1,1,29.52,32.575,37,12.998,2012,6,15,16,4,0,2,0,558
2,1,0,1,18.04,21.97,62,0.0,2011,4,15,1,4,0,1,1,15
4,0,1,1,11.48,15.91,48,0.0,2012,12,13,21,3,0,1,1,213
2,0,1,2,20.5,24.24,68,8.9981,2011,4,19,8,1,0,2,1,351
4,0,0,1,9.02,13.635,55,0.0,2011,12,11,21,6,1,0,1,63
1,0,1,1,11.48,12.88,56,19.0012,2012,2,3,10,4,0,1,1,129
1,0,1,1,9.84,10.605,52,23.9994,2012,1,13,8,4,0,0,1,419
2,0,1,1,27.06,31.06,44,11.0014,2011,6,15,20,2,0,2,1,330
3,0,0,2,28.7,32.575,54,7.0015,2012,7,14,3,5,1,2,1,40
4,0,1,1,17.22,21.21,58,7.0015,2011,11,1,18,1,0,1,1,460
1,0,1,1,4.92,7.575,68,7.0015,2011,1,4,5,1,0,0,1,4
1,0,1,2,15.58,19.695,43,19.0012,2011,3,15,15,1,0,1,1,90
1,0,1,1,5.74,6.82,50,12.998,2011,1,3,7,0,0,0,1,64
1,0,1,3,17.22,21.21,0,15.0013,2011,3,10,13,3,0,1,0,12
1,0,1,1,9.02,13.635,64,0.0,2011,1,4,21,1,0,0,1,48
3,0,1,3,28.7,33.335,84,7.0015,2011,8,3,20,2,0,2,2,87
1,0,1,1,20.5,24.24,23,19.0012,2011,3,2,17,2,0,2,0,268
3,0,0,1,27.06,31.06,54,0.0,2011,7,2,1,5,1,2,1,78
4,0,1,1,15.58,19.695,46,11.0014,2011,12,19,15,0,0,1,1,159
2,0,0,1,25.42,28.03,88,11.0014,2011,6,12,4,6,1,2,2,14
4,0,0,1,22.96,26.515,52,19.9995,2012,10,14,11,6,1,2,1,494
4,0,0,1,24.6,31.06,33,31.0009,2011,10,15,14,5,1,2,0,472
1,0,0,3,9.84,12.88,87,6.0032,2012,2,5,3,6,1,0,2,17
2,0,0,2,13.94,16.665,87,8.9981,2011,4,9,10,5,1,1,2,133
2,0,1,2,29.52,33.335,48,7.0015,2012,5,16,15,2,0,2,1,274
4,0,1,1,13.94,15.91,46,15.0013,2012,11,5,11,0,0,1,1,150
2,0,0,1,25.42,28.03,88,7.0015,2011,6,12,6,6,1,2,2,14
4,0,1,1,20.5,24.24,45,27.9993,2012,10,16,11,1,0,2,1,228
1,0,1,2,8.2,11.365,59,6.0032,2011,1,11,13,1,0,0,1,52
2,0,0,1,10.66,13.635,70,8.9981,2011,4,3,2,6,1,1,1,24
1,0,0,1,10.66,11.365,44,22.0028,2011,1,2,21,6,1,1,1,31
3,0,1,1,26.24,28.79,83,7.0015,2011,7,18,6,0,0,2,2,105
1,0,1,1,13.12,16.665,57,7.0015,2011,2,17,7,3,0,1,1,126
4,0,1,1,18.04,21.97,58,12.998,2012,10,10,23,2,0,1,1,136
2,0,1,1,34.44,39.395,49,0.0,2011,6,9,9,3,0,3,1,168
2,0,0,2,19.68,23.485,77,7.0015,2011,5,1,12,6,1,1,2,281
1,0,1,2,17.22,21.21,67,8.9981,2012,2,2,2,3,0,1,1,9
3,0,1,2,27.88,31.82,65,12.998,2011,9,2,18,4,0,2,1,355
1,0,1,2,9.84,9.85,32,30.0026,2011,2,8,13,1,0,0,0,50
2,0,1,1,12.3,14.395,49,15.0013,2012,4,11,8,2,0,1,1,595
4,0,1,2,12.3,15.15,65,8.9981,2012,11,16,3,4,0,1,1,6
3,0,1,1,30.34,35.605,74,8.9981,2011,7,19,21,1,0,3,2,241
4,0,1,1,14.76,17.425,40,12.998,2011,12,13,17,1,0,1,0,398
2,0,1,3,25.42,28.03,88,8.9981,2012,6,1,6,4,0,2,2,141
3,0,0,1,26.24,31.06,47,11.0014,2012,9,16,11,6,1,2,1,559
3,0,1,1,28.7,32.575,61,15.0013,2011,7,11,2,0,0,2,1,12
2,0,0,2,16.4,20.455,87,0.0,2011,4,10,10,6,1,1,2,150
4,1,0,1,13.94,15.91,76,15.0013,2012,10,8,5,0,0,1,2,19
1,0,0,1,12.3,14.395,36,16.9979,2012,3,10,1,5,1,1,0,51
1,0,1,1,8.2,11.365,47,7.0015,2011,1,3,20,0,0,0,1,52
4,0,1,3,12.3,12.88,87,35.0008,2011,12,7,21,2,0,1,2,6
3,0,1,1,30.34,33.335,48,6.0032,2011,8,17,9,2,0,3,1,209
4,0,1,1,13.12,17.425,93,0.0,2011,11,7,2,0,0,1,2,2
3,0,0,1,33.62,38.635,52,23.9994,2012,8,4,19,5,1,3,1,397
1,0,1,1,15.58,19.695,58,26.0027,2011,1,19,16,2,0,1,1,104
1,0,0,1,10.66,14.395,56,6.0032,2011,1,16,2,6,1,1,1,16
2,0,1,1,24.6,29.545,69,12.998,2011,5,16,9,0,0,2,1,194
3,0,1,1,30.34,34.85,66,7.0015,2011,7,19,0,1,0,3,1,51
1,0,1,1,9.84,11.365,65,12.998,2012,2,3,9,4,0,0,1,270
3,0,1,1,32.8,36.365,46,6.0032,2012,8,14,13,1,0,3,1,286
4,0,0,1,20.5,24.24,51,8.9981,2011,10,15,19,5,1,2,1,238
1,0,0,2,8.2,9.09,59,23.9994,2011,1,8,12,5,1,0,1,98
4,0,0,1,10.66,12.12,56,16.9979,2011,11,19,8,5,1,1,1,92
3,1,0,1,32.8,36.365,46,8.9981,2011,7,4,18,0,0,3,1,418
4,0,1,2,20.5,24.24,67,8.9981,2012,10,9,13,1,0,2,1,238
1,0,1,2,9.84,12.88,70,11.0014,2012,2,8,9,2,0,0,1,253
3,0,1,2,27.88,31.82,89,7.0015,2012,9,4,6,1,0,2,2,172
3,0,1,1,31.16,33.335,33,7.0015,2011,8,10,21,2,0,3,0,209
1,0,0,3,9.02,9.85,75,27.9993,2012,2,11,16,5,1,0,2,146
2,0,0,1,23.78,27.275,53,15.0013,2012,4,15,10,6,1,2,1,421
3,0,1,3,28.7,33.335,79,6.0032,2011,7,6,10,2,0,2,2,43
3,0,1,1,26.24,12.12,73,7.0015,2012,8,17,7,4,0,2,2,379
3,0,1,1,35.26,37.88,34,12.998,2012,7,3,11,1,0,3,0,217
2,0,0,2,18.86,22.725,31,12.998,2011,4,3,16,6,1,1,0,303
3,0,0,1,27.06,31.06,39,8.9981,2012,9,16,14,6,1,2,0,635
3,0,0,1,29.52,34.09,66,16.9979,2011,7,10,23,6,1,2,1,72
2,0,0,1,21.32,25.0,34,26.0027,2011,4,17,14,6,1,2,0,361
4,0,1,2,22.96,26.515,68,0.0,2011,10,18,10,1,0,2,1,102
1,0,1,2,8.2,9.85,55,15.0013,2011,2,16,7,2,0,0,1,108
3,0,1,2,30.34,34.85,70,11.0014,2011,7,19,7,1,0,3,1,315
2,0,0,1,21.32,25.0,52,11.0014,2012,5,19,8,5,1,2,1,195
3,0,0,1,28.7,33.335,79,12.998,2012,7,1,4,6,1,2,2,4
4,0,0,1,17.22,21.21,47,0.0,2012,12,15,15,5,1,1,1,447
2,0,1,1,22.14,25.76,77,0.0,2012,5,3,11,3,0,2,2,201
1,0,1,1,13.94,15.91,46,15.0013,2011,2,14,3,0,0,1,1,2
1,0,1,1,28.7,31.82,24,0.0,2012,3,14,15,2,0,2,0,283
3,0,1,1,28.7,32.575,48,12.998,2011,7,15,12,4,0,2,1,238
4,0,1,1,24.6,31.06,53,0.0,2012,12,3,14,0,0,2,1,260
4,0,0,3,17.22,21.21,67,16.9979,2011,10,1,7,5,1,1,1,36
3,0,1,1,20.5,24.24,63,0.0,2012,9,11,1,1,0,2,1,10
3,0,1,2,24.6,27.275,88,6.0032,2011,8,19,23,4,0,2,2,106
2,0,1,3,20.5,24.24,77,11.0014,2012,5,10,0,3,0,2,2,33
3,0,1,2,27.88,31.82,83,12.998,2012,8,14,2,1,0,2,2,11
2,0,1,1,26.24,31.06,36,16.9979,2012,5,17,15,3,0,2,0,316
4,0,1,1,10.66,12.88,81,12.998,2012,12,14,10,4,0,1,2,190
4,0,1,2,17.22,21.21,58,12.998,2012,11,19,17,0,0,1,1,619
4,0,1,1,10.66,12.12,56,16.9979,2012,12,13,6,3,0,1,1,114
3,0,1,3,27.88,31.82,89,7.0015,2011,8,3,22,2,0,2,2,77
4,0,0,1,22.14,25.76,39,12.998,2011,10,15,18,5,1,2,0,372
4,0,1,2,14.76,16.665,66,19.9995,2012,11,19,7,0,0,1,1,386
4,0,1,1,22.14,25.76,39,31.0009,2012,10,12,12,4,0,2,0,387
2,0,1,1,19.68,23.485,39,12.998,2011,5,5,22,3,0,1,0,165
3,0,0,1,27.06,31.06,41,0.0,2012,9,16,17,6,1,2,1,570
2,0,1,1,13.94,15.15,57,26.0027,2012,4,11,21,2,0,1,1,165
4,0,0,1,18.04,21.97,54,0.0,2011,11,6,12,6,1,1,1,346
3,0,1,1,27.06,31.06,69,16.9979,2011,8,15,22,0,0,2,1,98
4,0,1,1,12.3,15.91,56,6.0032,2011,12,12,18,0,0,1,1,357
1,0,1,1,10.66,13.635,41,7.0015,2012,3,6,12,1,0,1,1,138
2,0,0,2,22.14,25.76,56,12.998,2012,4,15,0,6,1,2,1,124
3,0,1,1,30.34,34.09,62,19.0012,2012,9,7,19,4,0,3,1,568
1,0,1,1,6.56,8.335,59,11.0014,2011,1,12,8,2,0,0,1,128
2,0,1,1,21.32,25.0,34,23.9994,2012,4,9,19,0,0,2,0,421
3,1,0,2,28.7,33.335,74,15.0013,2011,9,5,0,0,0,2,2,97
1,0,0,1,18.04,21.97,33,19.9995,2012,2,18,21,5,1,1,0,114
2,0,0,2,28.7,31.82,39,6.0032,2011,6,4,19,5,1,2,0,285
2,0,0,1,21.32,25.0,59,7.0015,2011,6,4,3,5,1,2,1,18
1,0,0,1,14.76,15.91,25,30.0026,2011,2,19,18,5,1,1,0,88
3,1,0,1,27.06,29.545,94,0.0,2012,9,3,6,0,0,2,2,15
4,0,1,1,20.5,24.24,55,16.9979,2011,10,17,6,0,0,2,1,114
1,0,1,3,8.2,9.85,93,12.998,2011,2,1,23,1,0,0,2,16
4,0,1,2,14.76,18.18,87,6.0032,2011,12,5,9,0,0,1,2,190
1,0,1,2,13.94,15.91,71,19.0012,2011,3,15,20,1,0,1,2,88
4,0,1,1,15.58,19.695,40,22.0028,2012,11,2,16,4,0,1,0,421
1,0,1,2,9.02,12.12,87,7.0015,2012,1,9,23,0,0,0,2,52
2,0,1,1,22.14,25.76,52,19.0012,2012,5,7,20,0,0,2,1,323
2,0,0,1,27.06,31.06,50,15.0013,2012,6,17,15,6,1,2,1,463
1,0,1,1,5.74,6.06,59,19.0012,2012,1,3,6,1,0,0,1,85
1,0,1,2,18.04,21.97,54,15.0013,2011,3,16,18,2,0,1,1,237
2,0,0,1,22.14,25.76,68,8.9981,2012,6,17,5,6,1,2,1,17
3,0,1,1,36.08,40.91,44,19.0012,2011,7,12,17,1,0,3,1,428
3,0,1,1,28.7,33.335,79,0.0,2012,8,2,7,3,0,2,2,473
1,0,1,2,18.86,22.725,82,12.998,2012,3,13,5,1,0,1,2,24
4,0,1,2,17.22,21.21,100,16.9979,2012,12,10,8,0,0,1,2,584
3,0,0,1,36.9,42.425,42,19.9995,2011,8,7,13,6,1,3,1,324
4,1,0,1,18.04,21.97,88,7.0015,2012,11,12,9,0,0,1,2,397
4,0,1,1,23.78,27.275,46,8.9981,2011,10,6,15,3,0,2,1,219
4,0,0,2,14.76,16.665,76,16.9979,2011,10,2,20,6,1,1,2,87
